ID_LEXEMA 	LÍNEA 	COLUMNA 	TOKEN                	LEXEMA
63        	53    	35      	EXP_LIT              	10e10
13        	53    	40      	EXCLAMATION          	!
51        	54    	2       	BOOL                 	bool
2         	54    	6       	SEPARATOR            	~
64        	54    	7       	ID                   	_b1_
13        	54    	11      	EXCLAMATION          	!
64        	55    	2       	ID                   	_b1_
16        	55    	7       	ASSIGN               	<-
25        	55    	10      	BOOL_LIT             	true
13        	55    	14      	EXCLAMATION          	!
1         	56    	2       	FLOAT                	float
2         	56    	7       	SEPARATOR            	~
65        	56    	8       	ID                   	_s1_
13        	56    	12      	EXCLAMATION          	!
66        	57    	2       	CIN                  	cin
2         	57    	5       	SEPARATOR            	~
4         	57    	6       	LPAR                 	<|
65        	57    	8       	ID                   	_s1_
10        	57    	12      	RPAR                 	|>
13        	57    	15      	EXCLAMATION          	!
34        	58    	2       	COUT                 	cout
2         	58    	6       	SEPARATOR            	~
4         	58    	7       	LPAR                 	<|
64        	58    	10      	ID                   	_b1_
10        	58    	15      	RPAR                 	|>
13        	58    	18      	EXCLAMATION          	!
34        	59    	2       	COUT                 	cout
2         	59    	6       	SEPARATOR            	~
4         	59    	7       	LPAR                 	<|
25        	59    	10      	BOOL_LIT             	true
10        	59    	15      	RPAR                 	|>
13        	59    	18      	EXCLAMATION          	!
34        	60    	2       	COUT                 	cout
2         	60    	6       	SEPARATOR            	~
4         	60    	7       	LPAR                 	<|
21        	60    	10      	MINUS                	-
67        	60    	11      	FRAC_LIT             	6//7
10        	60    	16      	RPAR                 	|>
13        	60    	19      	EXCLAMATION          	!
23        	63    	2       	RBLOCK               	:|
